Date,AAPL,AMZN,BRK.B,GOOGL,JNJ,META,MSFT,NVDA,TSLA,V
2025-01-06,45045600,31849800,,29563600,7910500,14560800,20573600,265377400,85516500,6567300
2025-01-07,40856000,28084200,,26487200,8422000,12071500,18139100,351782200,75699500,4958600
2025-01-08,37628900,25033300,,24864800,11175600,10085800,15054600,227349900,73038800,5161600
2025-01-10,61710900,36811500,,26665200,8821500,19256600,20201100,207602500,62287300,6660100
2025-01-13,49630700,27262700,,21823700,10376400,10785000,17604800,204808900,67580500,9568400
2025-01-14,39435300,24711700,,17174900,8681700,13598000,16935900,195590500,84565000,5107600
2025-01-15,39832000,31291300,,21776000,7434600,15524300,19637800,185217300,81375500,5222000
2025-01-16,71759100,24757300,,17815400,8964000,8355300,15300000,209235600,68335200,4606700
2025-01-17,68488300,42370100,,27735100,10773100,17280600,26197500,201188800,94991400,5805800
2025-01-21,98070400,39951500,,29971300,11111700,11674000,26085700,197749000,87320900,5653000
2025-01-22,64126500,41448200,,26200600,16834700,12274000,27803800,237651400,60963300,5026500
2025-01-23,60234800,26404400,,26951400,10506400,9910200,18389300,155915500,50690600,5297100
2025-01-24,54697900,25890700,,23877500,9887300,19065300,15549500,234657600,56427100,4327500
2025-01-27,94863400,49428300,,41728900,15152300,28399200,35647800,818830900,58125500,6636500
2025-01-28,75707600,41587200,,24157900,10320600,20950100,23491700,579666400,48910700,5999600
2025-01-29,45486100,26091700,,18218300,7156400,21377800,23581400,467120600,68033600,5087300
2025-01-30,55658300,32020700,,24354700,8911000,29322900,54586300,392925500,98092900,8081300
2025-01-31,101075100,36162400,,32042000,8458700,19331700,34223400,390372900,83568200,8628100
2025-02-03,73063300,37285900,,27838300,6687500,21415700,25679100,371235700,93732100,8004500
2025-02-04,45067300,29713800,,43856400,9645000,13826300,20532100,256550000,57072200,5532600
2025-02-05,39620300,38727300,,70373900,8947000,17778200,16316700,262230800,57223300,4939100
2025-02-06,29925300,60897100,,29297400,7418100,13080700,16309800,251483600,77918200,4294500
2025-02-07,39707200,77539300,,49315000,6204900,16427100,22886800,228186300,70298300,4261200
2025-02-10,33115600,35419900,,23105600,6936200,12904300,20817900,216989100,77514900,6067000
2025-02-11,53718400,23713700,,21239500,7554500,12998000,18140600,178902400,118543400,5154800
2025-02-12,45243300,32285200,,22072600,7746000,12016500,19121700,160278600,105382700,6760100
2025-02-13,53614100,31346500,,21402500,10704700,12569100,23891700,197430000,89441500,4279200
2025-02-14,40896200,27031100,,20448400,6411800,16901200,22758500,195479600,68277300,5720300
2025-02-18,48822500,42975100,,29916700,9670700,21938700,21423100,219176600,51631700,5822000
2025-02-19,32204200,28566700,,19549400,7974700,17535500,24114200,167536000,67094400,4152300
2025-02-20,32316900,30001700,,20441500,7224000,12587400,23508700,143903600,45965400,5697000
2025-02-21,53197400,55323900,,35199200,12546900,15660400,27524800,228217600,74058600,6924100
2025-02-24,51326400,42387600,,29854200,10201900,15677000,26443700,251381100,76052300,5055900
2025-02-25,48013300,58958000,,41913400,12303700,20579700,29387400,271428700,134228800,6191900
2025-02-26,44433600,39120600,,35431300,11396400,14488700,19619000,322553800,100118300,5960600
2025-02-27,41153600,40548600,,39991000,8364600,12500000,21127400,443175800,101748200,7298100
2025-02-28,56833400,51771700,,48130600,12037200,17534200,32845700,389091100,115697000,15857300
2025-03-03,47184000,42948400,,40770500,9191500,10843800,23007700,411381400,115551400,9099600
2025-03-04,53798100,60853100,,45388000,11999700,21495200,29342900,398163300,126706600,8955800
2025-03-05,47227600,38610100,,30954900,8744800,13770000,23433100,284337900,94042900,8244200
2025-03-06,45170400,49863800,,28302000,8037900,13446500,23304600,321181900,98451600,8611100
2025-03-07,46273600,59802800,,27385800,9637600,21375700,22034100,341755500,102369600,6358700
2025-03-10,72071200,62350900,,43604000,17559000,21999900,32840100,366487400,189076900,8204300
2025-03-11,76137400,54002900,,39587400,9890300,17401500,30380200,354865700,174896400,9776100
2025-03-12,62547500,43679300,,28372400,8010700,15747000,24253600,323857500,142215700,6295400
2025-03-13,61368300,41270800,,31756200,5286700,16480300,20473000,299033100,114813500,7915300
2025-03-14,60107600,38096700,,31995900,6235800,12364500,19952800,277593500,100242300,7810600
2025-03-17,48073400,47341800,,31184300,6669800,15473900,22474300,255501500,111900600,6149400
2025-03-18,42432400,40414900,,42074800,7348800,20297700,19486900,299686900,111477600,7778300
2025-03-19,54385400,39442900,,34275600,5936400,20537500,19185500,273426200,111993800,5614900
2025-03-20,48862900,38921100,,28138500,7485900,24336500,18470500,248829700,99028300,5432700
2025-03-21,94127800,60056900,,36625800,17047100,25015900,39675900,266498500,132728700,17279700
2025-03-24,44299500,41625400,,30879100,8046400,15741300,21004500,228452500,169079900,5675100
2025-03-25,34493600,31171200,,24174400,7456200,15312500,15775000,167447200,150361500,3931200
2025-03-26,34466100,32855300,,28901600,7223500,12609800,16108400,293463300,153629800,6187100
2025-03-27,37094800,27317700,,24508300,6752500,10436500,13766800,236902100,162572100,7254800
2025-03-28,39818600,52548200,,48669300,5760300,17602800,21632000,229872500,123809400,5687600
2025-03-31,65299300,63547600,,54603500,12481400,21124700,35184700,299212700,134008900,9950800
2025-04-01,36412700,41267300,,30672900,23303100,12836600,19689500,222614000,146486900,7473300
2025-04-02,35905900,53679200,,25041700,10356900,13470800,16092600,220601200,212787800,5682500
2025-04-03,103419000,95553600,,46883400,13249300,34777500,30198000,338769400,136174300,8792900
2025-04-04,125910900,123159400,,62259500,16601700,38589800,49209900,532273800,181229400,13201700
2025-04-07,160466300,109327100,,76794100,18083000,36606100,50425000,611041300,183453800,12163400
2025-04-08,120859500,87710400,,52200200,12018400,28034200,35868900,476243400,171603500,9569300
2025-04-09,184395900,116804300,,70406200,18773700,39216600,50199700,612918300,219433400,11361800
2025-04-10,121880000,68302000,,48022000,13830500,28173500,38024400,437812400,181722600,8709800
2025-04-11,87435900,50594300,,33636200,9943900,17642300,23839200,313417300,128948100,6804500
2025-04-14,101352900,48002500,,30333000,10685300,14130900,19251200,264705000,100135200,5011800
2025-04-15,51343900,43642000,,27551500,10847700,15558700,17199900,228966900,79594300,4386200
2025-04-16,59732400,51875300,,28187400,7986900,18735100,21967800,397016900,112378700,5850600
2025-04-17,51334300,44468400,,32938500,10972400,14593500,20943700,290833400,83404800,5655900
2025-04-21,46742500,48126100,,26049100,6285400,16166000,20807300,288501100,97768000,6362300
2025-04-22,52976400,56607200,,26971800,7136300,17399400,19485000,241004800,120858500,5435500
2025-04-23,52929200,63470100,,31128800,9099400,18173900,20545500,247526000,150381900,8906000
2025-04-24,47311000,43763200,,45894000,8310400,13910000,22232300,220815000,94464200,8055200
2025-04-25,38222300,36414300,,56034000,8643600,17098900,18973200,251064700,167560700,4452800
2025-04-28,38743100,33224700,,29745800,5815200,15179000,16579400,207708500,151731800,5422900
2025-04-29,36827600,41667300,,26809000,5246700,11835000,14974000,170444300,108906600,5519500
2025-04-30,52286500,55176500,,34981100,9598200,29244000,36461100,235044600,128961100,9526700
2025-05-01,57365700,74266000,,30203200,7325800,31159000,58938100,236121500,99659000,5849900
2025-05-02,101010600,77903500,,25715000,5974500,24739300,30757400,190194800,114454700,6113700
2025-05-05,69018500,35217500,,21341800,5464100,13887700,20136100,133163200,94618900,3865300
2025-05-06,51216500,29314100,,21277200,8644200,10600700,15104200,158525600,76715800,3438500
2025-05-07,68536700,43948600,,127490100,7853100,13139100,23295300,206758800,71592600,5454000
2025-05-08,50478900,41043600,,57498700,7606100,14622800,23491300,198428100,97539400,4156400
2025-05-09,36453900,29663100,,32435300,6520400,10427300,15324200,132972200,132387800,3086600
2025-05-12,63775800,75205000,,44138800,9023800,21965100,22821900,225023300,112826700,7985400
2025-05-13,51909300,56193700,,42382100,10549600,18570800,23618800,330430100,136992600,5406200
2025-05-14,49325800,38492100,,48755900,10216000,12348200,19902800,281180800,136997300,6207600
2025-05-15,45029500,64347300,,33146700,7945800,14341800,21992300,226632600,97882600,5826100
2025-05-16,54737900,43318500,,42846900,8051200,18519000,23849800,226542500,95895700,5838100
2025-05-19,46140500,34314800,,30426100,12639900,9592400,21336500,193154600,88869900,5081500
2025-05-20,42496600,29470400,,46607700,7351500,6743500,15441800,161514200,131715500,5281400
2025-05-21,59211800,42460900,,73416000,7032200,11464600,19216900,270608700,102354800,6125500
2025-05-22,46742400,38938900,,74864400,7535300,8228400,18025600,187344000,97113400,4936600
2025-05-23,78432900,33393500,,35211400,6727300,8454100,16883500,198821300,84654800,5345900
2025-05-27,56288500,34892000,,37995700,6990700,9508400,20974300,192953600,120146400,6316000
2025-05-28,45339700,28549800,,34784000,8459300,9042900,17086300,304021100,91404300,3299000
2025-05-29,51396800,34650000,,29373800,6810600,8883400,13974800,369241900,88545700,4591000
2025-05-30,70819900,51679400,,52639900,15529700,16241000,34770500,333170900,123474900,8726900
2025-06-02,35423300,29113300,,38612300,6669300,15766300,16626500,197663100,81873800,3845700
2025-06-03,46381600,33139100,,45084900,8209800,11585000,15743800,225578800,99324500,5221300
2025-06-04,43604000,29915600,,26900800,6983900,14031900,14162700,167120800,98912100,4202300
2025-06-05,55126100,51864200,,36379100,5295400,13083100,20131700,231397900,287499800,6881900
2025-06-06,46607700,39832500,,35731800,5391500,11728000,15285600,153986200,164747700,5008500
2025-06-09,72862600,38102500,,28935900,5319000,12773200,16469900,185114500,140908900,4999900
2025-06-10,54672600,31303300,,61766100,6791600,10850100,15375900,155881900,151256500,4109300
2025-06-11,60989900,39326000,,31646800,6016000,9582500,16399200,167694000,122611400,5562700
2025-06-12,43904600,27640000,,20941900,7075500,7322700,18950600,162365000,105127500,4874000
2025-06-13,51447300,29337800,,27663100,6587500,9274400,16814500,180820600,128964300,14181700
2025-06-16,43020700,33284200,,27389200,7024000,13720300,15626100,183133700,83925900,7234700
2025-06-17,38856200,32086300,,24973000,6407100,10066100,15414100,139108000,88282700,5559600
2025-06-18,45394700,44360500,,28707500,8325200,10068300,17526500,161494100,95137700,15008600
2025-06-20,96813500,75350700,,75659900,22605500,22538600,37576200,242956200,108688000,19332100
2025-06-23,55814300,37311700,,57671000,7397900,11080100,24864000,154308900,190716800,7553300
2025-06-24,54064000,38378800,,40524300,9544200,13823200,22305600,187566100,114736200,10172000
2025-06-25,39525700,31755700,,35479000,7153700,9320400,17495100,269146500,119845100,6836300
2025-06-26,50799100,50480800,,31796700,7156900,13964800,21578900,198145700,80440900,8829500
2025-06-27,73188600,119217100,,108140200,10010800,18775700,34539200,263234500,89067000,6601900
2025-06-30,91912800,58887800,,63378900,9039300,15402100,28369000,194580300,76695100,7080100
2025-07-01,78788900,39256800,,35904500,10896700,13431200,19945400,213143600,145085700,6653400
2025-07-02,67941800,30894200,,29100000,5544000,9317900,16319600,171224100,119191500,5130900
2025-07-03,34955800,29632400,,21689700,3482500,8601700,13984800,143716100,58042300,3702800
